UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
49047253,Han-Noah Massengo,30,66 kg,177 cm,,-,FRA,Bundesliga,Mainz 05,"$5,241,000 p/a",-,30/6/2033,"DM, M (C)",-,37,"3,050",88%,0.21,0.22,5.93,1.12,0.44,38%,0.15,-,-2.53,0.12,-,0.15,0.07,0,7.5,2.36,80%,0.59,0.06,0.03,2.48,35%,0.86,0.21,15.93,5.55,12.04,1.03,13.1km,2.98,9.56,-,-,-,-,-,-,-
49059205,Bradley Locko,30,65 kg,180 cm,,-,FRA,Bundesliga,SC Freiburg,"$4,564,000 p/a",-,30/6/2034,D/WB (L),WB (L),29,"2,545",90%,0.11,0.14,7.78,0.71,0.35,22%,0.21,10%,-0.12,0.11,0.04,0.11,0.04,0,3.86,3.18,77%,0.92,0.18,0.14,4.49,61%,2.76,0.6,12.77,12.73,14.36,2.02,12.6km,2.58,9.23,-,-,-,-,-,-,-
2002133261,Christian Demmig,22,83 kg,189 cm,,-,CRO,Bundesliga,Gladbach,"$1,603,000 p/a",-,30/6/2036,"M (RC), AM (R)",M (RC),1,630,85%,0.14,0.08,2.57,1.29,-,12%,0.43,-,-1.92,1,-,0.71,0.27,0,0.53,2.43,94%,0.86,0,0,5,40%,2,0.57,3.71,16.57,15,1.57,12.0km,2.71,12.57,-,-,-,-,-,-,-
96158736,Kacper Tobiasz,29,80 kg,191 cm,,-,POL,Bundesliga,SC Freiburg,"$6,997,000 p/a",-,30/6/2035,GK,-,34,"3,060",91%,-,0,0.03,0,-,-,-,-,0,-,-,-,0,0,0,0.03,33%,4.74,0,0,-,-,-,-,3.56,6.18,0,-,6.6km,0,0,21,64,22,0,1.41,87%,69%
2000257038,Jonathan Norbye,25,75 kg,185 cm,,Tight hamstring,NOR,Bundesliga,TSG Hoffenheim,"$1,180,000 p/a",-,30/6/2034,D (LC),D (L),5,681,92%,-,0.13,4.23,0.4,0.13,-,0,-,-0.13,0,-,0.13,0.02,0,0.99,1.85,58%,0.66,0.26,0.66,6.61,64%,4.23,0.93,11.37,4.89,7.53,0.4,12.3km,1.59,5.95,-,-,-,-,-,-,-
96086697,Jakub Moder,33,76 kg,188 cm,,-,POL,Bundesliga,Eintracht Frankfurt,"$8,037,000 p/a",-,30/6/2033,"WB (L), DM, M/AM (C)","WB (L), AM (C)",40,"2,978",89%,0.18,0.16,5.47,1.03,0.33,16%,0.21,12%,1.09,0.27,0.09,0.6,0.06,1,5.18,2.02,78%,0.94,0.03,0.33,3.57,43%,1.54,0.33,11.3,7.92,12.97,0.66,13.3km,2.69,10.7,-,-,-,-,-,-,-
24060471,Nikola Čavlina,30,82 kg,193 cm,,-,CRO,Bundesliga,Schalke 04,"$3,448,000 p/a",-,30/6/2036,GK,-,35,"3,074",85%,-,0,0.09,0,-,-,-,-,0,-,-,-,0,2,0,0,0%,5.74,0,0,-,-,-,-,4.3,7.88,0,-,6.0km,0,0,25,73,36,0.1,1.32,88%,75%
2000206425,Mohamed-Amine Bouchenna,25,69 kg,175 cm,,-,FRA,Bundesliga,HSV,"$867,000 p/a",-,30/6/2034,ST (C),-,3,488,88%,-,0.1,0.55,0.37,0.55,0%,0,3%,-2.88,2.77,0.18,1.84,0.72,0,0.55,1.11,100%,0.18,0,0.18,10.7,29%,3.14,-,1.48,18.07,5.9,1.48,11.3km,1.11,7.19,-,-,-,-,-,-,-
2000130512,Luka Vrbančić,26,75 kg,181 cm,,-,CRO,Bundesliga,Augsburg,"$3,059,000 p/a",-,30/6/2034,"DM, M/AM (C)",DM,34,"2,674",85%,0.03,0.11,2.12,1.08,0.27,14%,0.1,16%,3.32,0.71,0.27,0.57,0.16,0,3.33,1.41,71%,0.67,0.03,0.03,4.21,32%,1.35,0.2,9.46,17.74,12.86,1.38,12.8km,2.49,11.24,-,-,-,-,-,-,-
49062667,Hugo Ekitike,29,69 kg,189 cm,,-,FRA,Bundesliga,TSG Hoffenheim,"$5,558,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (RL),33,"2,420",83%,-,0.08,1.15,0.78,0.07,8%,0.07,15%,2.06,1.45,0.48,1.08,0.41,0,2.21,1.79,79%,0.19,0,0.04,7.7,36%,2.75,0.07,1.79,15.36,6.25,0.78,12.0km,2.23,6.73,-,-,-,-,-,-,-
49047065,Mohamed Simakan,32,81 kg,187 cm,,Tight groin,FRA,Bundesliga,RB Leipzig,"$10,159,000 p/a",-,30/6/2033,"D (RC), WB (R), DM","WB (R), DM",37,"2,817",92%,0.19,0.09,7.16,0.48,0.16,21%,0.19,-,-0.74,0.03,-,0.13,0.02,0,2.84,2.3,74%,0.96,0.06,0.48,5.78,73%,4.25,0.83,14.22,9.74,12.65,1.92,12.5km,2.2,7.73,-,-,-,-,-,-,-
2002075268,Julien Charles,23,66 kg,172 cm,,-,NED,Bundesliga,Eintracht Frankfurt,"$5,413,000 p/a",-,30/6/2036,WB/M/AM (L),-,35,"2,884",86%,0.09,0.15,2.31,1.09,0.53,15%,0.47,21%,5.42,0.97,0.41,0.72,0.24,1,4.92,2.47,74%,0.69,0.09,0,4.03,19%,0.78,0.31,6.55,15.82,15.26,3.62,13.1km,3.06,12.89,-,-,-,-,-,-,-
2000257573,Diego Rambocus,25,65 kg,171 cm,,-,NED,Bundesliga,St. Pauli,"$874,000 p/a",-,30/6/2034,"M (C), AM (RC)",AM (R),8,"1,331",87%,0.14,0.22,3.85,1.15,0.2,16%,0.14,14%,1.16,0.68,0.2,0.47,0.12,0,3.24,1.76,70%,0.34,0,0,2.5,41%,1.01,0.34,8.32,15.82,10.28,1.08,12.9km,3.11,9.53,-,-,-,-,-,-,-
91158071,Ermedin Demirović,34,80 kg,185 cm,,-,BIH,Bundesliga,Augsburg,"$2,522,000 p/a",-,30/6/2033,"M (L), AM (RLC), ST (C)","M (L), AM (RC)",13,"1,720",86%,0.1,0.05,0.89,0.68,0.1,0%,0,15%,3.59,1.2,0.37,0.94,0.18,0,1.02,1.41,79%,0.52,0,0.1,9.52,19%,1.83,0.26,1.83,22.5,7.38,0.89,11.8km,1.83,7.33,-,-,-,-,-,-,-
2000010819,Isak Hansen-Aarøen,27,67 kg,178 cm,,-,NOR,Bundesliga,RB Leipzig,"$3,977,000 p/a",-,30/6/2036,"DM, M (C), AM (LC)","DM, AM (L)",12,"1,388",87%,0.32,0.22,3.96,1.23,0.45,24%,0.39,9%,0.34,0.52,0.19,1.1,0.17,0,3.33,2.27,78%,0.32,0,0,2.53,33%,0.84,0.26,6.16,11.74,13.88,2.2,13.2km,3.18,12.45,-,-,-,-,-,-,-
53136627,Jens Petter Hauge,32,75 kg,183 cm,,-,NOR,Bundesliga,HSV,"$798,000 p/a",-,30/6/2034,"M (LC), AM (RLC)","M (LC), AM (RC)",5,504,86%,-,0.31,3.04,1.07,0.18,5%,0.18,-,-1.56,0.54,-,0.36,0.28,0,1.75,3.21,95%,0.89,0,0.18,3.57,25%,0.89,0.18,4.11,17.68,13.75,1.96,11.9km,3.75,11.61,-,-,-,-,-,-,-
28127372,Mohamed Doumbia,23,73 kg,177 cm,,-,CIV,Bundesliga,Mainz 05,"$1,398,000 p/a",-,30/6/2033,"M (C), AM (RC), ST (C)","M (C), AM (R), ST (C)",1,199,86%,-,0,1.36,0.9,-,0%,0,33%,0.31,0.9,0.45,0,0.31,0,0,2.26,100%,0.9,0,0,5.43,17%,0.9,-,4.52,18.99,11.76,1.36,13.3km,3.62,11.31,-,-,-,-,-,-,-
2000166563,Carlos Baleba,28,77 kg,183 cm,,-,CMR,Bundesliga,Bayern Munich,"$18,723,000 p/a",-,30/6/2035,"DM, M/AM (C)",AM (C),39,"3,189",89%,0.23,0.18,4.85,1.86,0.4,15%,0.11,19%,2.9,0.54,0.2,0.25,0.12,0,6.27,2,79%,0.59,0.03,0.37,3.47,57%,1.98,0.31,12.33,7.85,10.53,1.47,12.9km,2.68,10.27,-,-,-,-,-,-,-
93127195,Odilon Kossounou,31,82 kg,191 cm,,-,CIV,Bundesliga,Leverkusen,"$7,203,000 p/a",-,30/6/2033,"D (RC), DM","D (R), DM",35,"3,123",94%,0.03,0.09,4.84,0.46,0.12,33%,0.06,17%,1,0.12,0.06,0.03,0.03,1,3.06,1.41,84%,1.12,0.4,0.78,7.03,68%,4.76,0.4,14.58,3.86,4.81,0.23,11.4km,1.5,2.85,-,-,-,-,-,-,-
2000100253,El Chadaille Bitshiabu,27,98 kg,196 cm,,-,FRA,Bundesliga,VfL Wolfsburg,"$3,903,000 p/a",-,30/6/2035,D (LC),D (L),45,"4,095",92%,0.07,0.04,4.84,0.33,0.09,8%,0.02,4%,-0.16,0.11,0.02,0.15,0.03,1,1.97,1.27,88%,0.79,0.29,0.9,6.37,76%,4.86,0.44,14.73,4.4,6.07,0.26,11.6km,0.9,3.12,-,-,-,-,-,-,-
2002162517,Sergej Rovčanin,19,75 kg,183 cm,,-,BIH,Bundesliga,Mainz 05,"$328,000 p/a",-,30/6/2035,M/AM (R),M (R),3,574,84%,0.31,0.22,2.82,0.94,0.16,5%,0.16,50%,1.49,0.78,0.47,0.16,0.24,0,1.42,3.45,100%,0.63,0,0,4.08,31%,1.25,-,2.82,26.34,13.48,2.67,11.4km,3.61,12.07,-,-,-,-,-,-,-
2000266441,Yulian Nikiforov,20,77 kg,181 cm,,-,BUL,Bundesliga,SC Freiburg,"$2,442,000 p/a",-,30/6/2037,"DM, M/AM (C)","DM, AM (C)",1,496,87%,0.54,0.15,3.45,0.73,0.36,25%,0.18,-,-0.57,0.36,-,0.36,0.1,0,0.85,2,100%,0.18,0,0,3.08,29%,0.91,0.73,10.89,11.79,11.25,0.54,12.7km,2.72,10.16,-,-,-,-,-,-,-
2000199951,Jasper Hartog,26,68 kg,176 cm,,-,NED,Bundesliga,St. Pauli,"$930,000 p/a",-,30/6/2035,M/AM (RL),M (L),16,"1,096",81%,0.08,0.11,4.19,0.99,0.25,14%,0.66,22%,0.48,0.25,0.16,0.33,0.12,0,1.37,2.05,93%,0.9,0.16,0,3.86,11%,0.41,0.25,3.04,14.21,12.89,3.94,12.6km,3.04,10.18,-,-,-,-,-,-,-
49056367,Lucas Gourna-Douath,28,80 kg,185 cm,,-,FRA,Bundesliga,Eintracht Frankfurt,"$10,976,000 p/a",-,30/6/2034,"DM, M (C)",-,39,"3,284",91%,0.27,0.25,5.92,1.32,0.49,25%,0.11,-,-4.25,0.19,-,0.49,0.12,0,9.3,2.47,79%,0.82,0.11,0.52,4.47,60%,2.66,0.52,12.72,5.43,10.8,0.74,13.1km,2.47,8.77,-,-,-,-,-,-,-
2000245750,Borna Leutar,24,84 kg,191 cm,,-,CRO,Bundesliga,Gladbach,"$1,745,000 p/a",-,30/6/2036,D (RLC),D (RL),11,964,92%,0.09,0.02,4.29,0.56,-,0%,0,-,0,-,-,0,0,0,0.23,0.93,71%,0.84,0.37,1.03,7.56,43%,3.27,0.47,12.32,6.07,5.79,0.09,11.6km,1.31,3.36,-,-,-,-,-,-,-
37073313,Devyne Rensch,29,76 kg,179 cm,,Tight hamstring,NED,Bundesliga,Gladbach,"$4,251,000 p/a",-,30/6/2034,"D (RLC), WB (RL), DM","WB (RL), DM",34,"2,835",87%,0.13,0.05,6.95,0.86,0.22,14%,0.16,-,0,0,-,0.03,0,0,1.65,2.98,85%,0.95,0.41,0.13,3.62,57%,2.06,0.73,10.67,17.05,13.78,1.84,12.2km,2.54,8.76,-,-,-,-,-,-,-
91190673,Josip Stanišić,32,77 kg,187 cm,,-,CRO,Bundesliga,Leverkusen,"$7,600,000 p/a",-,30/6/2033,"D (RLC), WB (R), DM","WB (R), DM",43,"3,797",92%,0.05,0.08,7.25,0.69,0.24,12%,0.09,22%,1.39,0.07,0.05,0.07,0.01,0,3.41,2.49,80%,0.73,0.21,0.64,5.03,64%,3.2,0.52,13.34,10.95,11.24,1.11,12.5km,2.23,9.48,-,-,-,-,-,-,-
49048599,Joris Chotard,30,70 kg,179 cm,,-,FRA,Bundesliga,Borussia Dortmund,"$17,459,000 p/a",-,30/6/2033,"DM, M (C)",-,42,"3,384",89%,0.24,0.18,4.6,1.86,0.48,19%,0.19,19%,3.31,0.53,0.21,0.43,0.12,0,6.9,2.42,81%,0.29,0,0.21,3.88,52%,2.02,0.48,13.14,11.04,12.9,1.54,12.7km,3.96,11.38,-,-,-,-,-,-,-
2000180843,Noël Atom,27,78 kg,192 cm,,-,CMR,Bundesliga,Karlsruher SC,"$1,730,000 p/a",-,30/6/2035,"D (C), DM",DM,34,"2,851",91%,0.06,0.05,4.23,0.22,-,33%,0.03,33%,0.82,0.03,0.03,0.03,0.01,0,1.59,1.14,92%,1.29,0.19,1.1,8.05,68%,5.49,0.63,13.04,3.47,5.08,0.19,11.2km,0.88,3.31,-,-,-,-,-,-,-
49061868,Elye Wahi,29,74 kg,184 cm,,-,FRA,Bundesliga,Leverkusen,"$11,609,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (RL),31,"2,468",85%,0.07,0.14,0.58,0.84,0.47,19%,0.11,22%,5.65,1.6,0.66,0.47,0.39,0,3.87,0.88,73%,0.22,0,0.07,8.31,42%,3.46,0.15,2.84,9.44,5.25,1.6,12.2km,1.57,7.04,-,-,-,-,-,-,-
2000181764,Kees Smit,26,77 kg,181 cm,,Pulled hamstring,NED,Bundesliga,RB Leipzig,"$4,177,000 p/a",-,30/6/2036,"DM, M/AM (C)",AM (C),23,"2,444",90%,0.22,0.2,4.46,1.07,0.52,46%,0.22,6%,-1.95,0.22,0.07,0.37,0.15,0,5.47,2.03,80%,0.66,0,0.11,3.02,38%,1.14,0.33,11.89,7.7,14.14,1.1,13.0km,2.58,9.87,-,-,-,-,-,-,-
2002074999,Souza,24,77 kg,184 cm,,-,BRA,Bundesliga,VfL Wolfsburg,"$1,868,000 p/a",-,30/6/2036,"D (C), DM",-,1,293,86%,-,0.06,3.69,0.61,0.31,-,0,-,-0.03,0,-,0.31,0.01,0,0.2,1.54,56%,0.61,0,0,3.69,33%,1.23,0.92,6.76,8.91,12.59,-,11.8km,3.07,10.75,-,-,-,-,-,-,-
24056362,Dominik Kotarski,32,82 kg,189 cm,,-,CRO,Bundesliga,Gladbach,"$3,635,000 p/a",-,30/6/2034,GK,-,35,"3,097",79%,-,0,0,0,-,-,-,-,0,-,-,-,0,1,0,0,0%,5.84,0,0,-,-,-,-,4.18,7.93,0,-,6.6km,0,0,26,65,36,0.27,1.13,88%,77%
37087090,Julian Baas,30,77 kg,183 cm,,-,NED,Bundesliga,HSV,"$1,674,000 p/a",-,30/6/2033,"DM, M (C)",-,16,"1,445",88%,0.12,0.12,3.67,0.93,0.37,29%,0.12,-,-1.42,0.25,-,0.37,0.09,0,1.92,1.99,82%,1.12,0.06,0.19,2.68,60%,1.62,0.69,6.91,11.58,11.58,0.69,12.3km,2.87,12.08,-,-,-,-,-,-,-
2000205928,Alvaro Ruiz Rente,26,66 kg,169 cm,,-,CUB,Bundesliga,St. Pauli,"$1,254,000 p/a",-,30/6/2034,M/AM (R),-,11,"1,139",79%,-,0.14,3.56,1.42,0.4,18%,0.71,-,-1.55,0.55,-,0.55,0.12,0,1.78,2.53,91%,0.71,0,0.08,5.29,28%,1.5,0.24,2.84,18.81,18.81,3.4,13.3km,3.56,11.77,-,-,-,-,-,-,-
29219115,Flavien-Enzo Boyomo,30,75 kg,180 cm,,-,CMR,Bundesliga,Borussia Dortmund,"$12,957,000 p/a",-,30/6/2034,D (RC),D (R),27,"2,449",92%,0.11,0.08,5.03,0.85,0.07,11%,0.07,10%,0.08,0.18,0.04,0.07,0.03,2,2.2,1.65,80%,1.03,0.29,0.18,5.14,76%,3.93,0.44,15.58,5.51,9,0.62,11.8km,1.43,5.11,-,-,-,-,-,-,-
2000112005,Konstantinos Evripidou,27,68 kg,177 cm,,Pulled hamstring,CYP,Bundesliga,St. Pauli,"$1,135,000 p/a",-,30/6/2034,"DM, M/AM (C)","DM, AM (C)",27,"1,983",89%,0.23,0.21,2.9,1.32,0.36,8%,0.14,7%,-1.2,0.27,0.05,0.23,0.1,0,4.55,1.59,61%,0.68,0.09,0,3.4,33%,1.13,0.23,8.4,12.57,11.66,0.91,13.0km,2.9,10.44,-,-,-,-,-,-,-
2002153556,Amund Midtgård,20,78 kg,185 cm,,-,NOR,Bundesliga,Mainz 05,"$725,000 p/a",-,30/6/2035,"D (RC), WB (R), M (C)","D/WB (R), M (C)",12,"1,274",87%,-,0.03,3.96,0.35,0.07,0%,0,-,-0.17,0,-,0.07,0.01,0,0.43,1.98,85%,1.2,0.35,0.57,6,69%,4.17,0.57,10.74,10.03,8.34,0.85,11.6km,1.91,4.95,-,-,-,-,-,-,-
2000057844,Antonio Foti,28,76 kg,180 cm,,-,CYP,Bundesliga,Schalke 04,"$2,637,000 p/a",-,30/6/2035,"M (C), AM (RLC), ST (C)","AM (RL), ST (C)",10,"1,693",87%,0.11,0.11,2.02,1.17,0.43,9%,0,9%,-0.38,0.96,0.27,0.9,0.29,0,2.06,1.59,79%,0.69,0,0,4.15,21%,0.85,0.37,10.74,19.83,12.07,1.38,13.2km,2.29,10.47,-,-,-,-,-,-,-
37084822,Myron van Brederode,28,71 kg,174 cm,,-,NED,Bundesliga,Leverkusen,"$8,069,000 p/a",-,30/6/2034,"AM (RLC), ST (C)",AM (C),18,"1,836",84%,0.1,0.21,2.94,1.52,0.69,18%,0.59,10%,-0.79,1.18,0.34,1.27,0.38,0,4.33,2.16,85%,0.39,0,0,3.82,28%,1.08,0.25,5.34,17.16,13.92,3.19,12.9km,2.99,12.21,-,-,-,-,-,-,-
16182894,Dayot Upamecano,33,88 kg,186 cm,,-,FRA,Bundesliga,Bayern Munich,"$12,456,000 p/a",-,30/6/2033,"D (C), DM",DM,38,"3,037",93%,0.06,0.07,4.59,0.62,0.06,50%,0.09,15%,1.01,0.24,0.06,0.12,0.03,1,2.33,1.69,76%,0.71,0.18,0.39,4.5,65%,2.93,0.41,13.39,4.89,8.89,0.71,12.3km,1.84,6.22,-,-,-,-,-,-,-
45108807,Keito Nakamura,31,75 kg,180 cm,,-,JPN,Bundesliga,Augsburg,"$4,155,000 p/a",-,30/6/2033,"M (LC), AM (RLC), ST (C)","M (LC), AM (R), ST (C)",30,"2,394",83%,0.11,0.07,1.17,0.79,0.26,19%,0.11,7%,-4.09,1.2,0.23,1.17,0.38,0,1.95,0.98,68%,0.53,0,0.08,6.35,17%,1.09,0.15,3.23,15.68,7.89,1.02,12.4km,1.47,7.44,-,-,-,-,-,-,-
2002121249,Cauan Soares,21,84 kg,190 cm,,-,BRA,Bundesliga,Leverkusen,"$2,091,000 p/a",-,30/6/2036,D (RC),D (R),12,"1,159",92%,-,0.02,4.35,0.08,-,0%,0,-,-0.22,0,-,0.23,0.02,0,0.31,1.16,88%,1.4,0.23,0.39,6.13,57%,3.49,0.31,12.81,4.58,6.13,0.31,11.8km,1.16,2.95,-,-,-,-,-,-,-
20041862,Alphonso Davies,31,77 kg,185 cm,,-,CAN,Bundesliga,Bayern Munich,"$16,479,000 p/a",-,30/6/2033,D/WB/M/AM (L),M/AM (L),35,"2,846",88%,0.22,0.13,6.23,0.95,0.28,19%,0.28,18%,0.9,0.19,0.06,0.19,0.03,0,4.01,3.04,75%,1.04,0.25,0.09,3.86,58%,2.25,0.7,12.93,12.08,14.29,2.94,13.1km,3.04,9.23,-,-,-,-,-,-,-
2002075262,Bas Nuijten,23,74 kg,181 cm,,-,NED,Bundesliga,Schalke 04,"$2,731,000 p/a",-,30/6/2034,"D (RLC), AM (R)","D (C), AM (R)",30,"2,271",88%,0.08,0.04,5.07,0.75,0.12,15%,0.2,-,-0.26,0,-,0.04,0.01,0,0.91,2.85,75%,1.43,0.2,0.36,4.36,70%,3.05,0.48,10.07,17.04,13.36,1.62,12.5km,2.58,9.39,-,-,-,-,-,-,-
49056366,Matthis Abline,29,70 kg,179 cm,,-,FRA,Bundesliga,Schalke 04,"$4,114,000 p/a",-,30/6/2035,ST (C),-,35,"2,724",82%,0.1,0.09,1.02,0.83,0.26,9%,0.03,11%,-0.84,1.78,0.4,1.06,0.4,0,2.63,1.55,78%,0.4,0,0.1,7.37,19%,1.42,0.07,2.41,16.98,6.24,0.93,11.7km,2.02,7.53,-,-,-,-,-,-,-
91187772,Jonas David,32,86 kg,190 cm,,-,NGA,Bundesliga,HSV,"$1,686,000 p/a",-,30/6/2034,"D (C), DM",DM,29,"2,603",89%,0.07,0.04,3.77,0.35,0.03,0%,0,-,-0.58,0,-,0.14,0.02,0,1.11,1.07,79%,1.38,0.45,0.76,6.26,62%,3.91,0.69,12.14,3.6,4.94,0.17,11.2km,0.93,2.52,-,-,-,-,-,-,-
19347269,Matheus Cunha,31,88 kg,193 cm,,-,BRA,Bundesliga,RB Leipzig,"$5,997,000 p/a",-,30/6/2035,GK,-,47,"4,290",89%,-,0,0.04,0,-,-,-,-,0,-,-,-,0,0,0,0.02,14%,4.97,0,0,-,-,-,-,4.62,5.08,0.06,-,6.7km,0,0,26,90,33,0.18,1.15,88%,73%
2000263566,Ryan Francisco,25,69 kg,177 cm,,-,BRA,Bundesliga,Leverkusen,"$8,770,000 p/a",-,30/6/2035,ST (C),-,19,"1,861",86%,0.19,0.16,0.92,0.73,0.48,21%,0.05,16%,0.38,2.03,0.58,1.06,0.56,0,3.29,1.06,76%,0.24,0,0.15,7.01,33%,2.32,0.05,2.51,11.56,5.95,1.45,12.5km,1.55,6.29,-,-,-,-,-,-,-
2002072456,Ervis Adili,23,76 kg,182 cm,,-,KOS,Bundesliga,TSG Hoffenheim,"$4,542,000 p/a",-,30/6/2035,"M (L), AM (RL), ST (C)","M (L), AM (RL)",19,"1,831",86%,0.15,0.19,0.44,0.34,0.29,13%,0.05,14%,1.06,1.08,0.39,0.93,0.34,0,3.9,1.03,64%,0.2,0,0.05,8.65,30%,2.61,0.2,1.92,16.12,7.13,1.23,12.2km,1.38,6.59,-,-,-,-,-,-,-
2002073504,Cliff Ingotsi,24,81 kg,188 cm,,-,BEL,Bundesliga,Leverkusen,"$8,828,000 p/a",-,30/6/2035,"M (R), AM (RLC)","M (R), AM (LC)",42,"3,477",86%,0.36,0.26,2.51,1.6,0.72,19%,0.54,13%,2.2,1.04,0.31,1.11,0.25,1,10.01,2.59,78%,0.6,0,0,3.88,44%,1.71,0.26,6.63,12.66,14.78,4.45,13.4km,3.88,14.13,-,-,-,-,-,-,-
37084936,Jan Divíšek,23,84 kg,192 cm,,-,CZE,Bundesliga,Eintracht Frankfurt,"$5,630,000 p/a",-,30/6/2035,D (L),-,37,"3,231",88%,-,0.04,5.91,0.89,0.06,14%,0.22,-,-0.7,0.06,-,0.25,0.02,1,1.36,3.37,83%,1.34,0.31,0.33,5.49,62%,3.43,0.78,12.9,12.98,17.13,1.39,13.2km,2.84,9.64,-,-,-,-,-,-,-
2000014205,Martin Vitík,29,84 kg,194 cm,,-,CZE,Bundesliga,Mainz 05,"$3,258,000 p/a",-,30/6/2034,"D (C), DM",DM,38,"3,444",90%,0.08,0.03,3.79,0.29,0.1,0%,0,-,-2.03,0.08,-,0.16,0.05,0,1.14,1.33,82%,0.81,0.29,0.76,6.98,70%,4.91,0.52,15.6,3.29,5.41,0.21,11.4km,1.1,3.14,-,-,-,-,-,-,-
31041522,Adam Hložek,29,84 kg,188 cm,,-,CZE,Bundesliga,RB Leipzig,"$4,054,000 p/a",-,30/6/2034,"AM (RLC), ST (C)",AM (RC),42,"2,892",82%,0.28,0.25,2.61,1.4,0.4,14%,0.4,10%,-0.39,0.78,0.22,0.81,0.23,0,8.03,2.55,87%,0.75,0.06,0,5.38,41%,2.21,0.28,4.61,21.85,13.29,3.21,12.3km,3.49,12.57,-,-,-,-,-,-,-
2002103111,Miroslav Kraus,23,64 kg,169 cm,,-,CZE,Bundesliga,Leverkusen,"$1,537,000 p/a",-,30/6/2036,"DM, M/AM (C)",AM (C),3,678,93%,0.4,0.19,5.44,1.46,0.27,33%,0.13,-,-0.94,0.53,-,0.4,0.12,0,1.43,1.99,88%,0.53,0,0,2.92,9%,0.27,0.27,9.42,8.36,12.08,1.19,13.4km,3.19,10.49,-,-,-,-,-,-,-
2000183050,Noah Adedeji-Sternberg,26,74 kg,183 cm,,-,BEL,Bundesliga,Gladbach,"$1,838,000 p/a",-,30/6/2036,M/AM (L),M (L),7,"1,115",81%,-,0.09,1.94,1.05,0.24,14%,0.4,10%,-0.15,1.61,0.4,1.37,0.42,0,1.16,2.18,96%,0.65,0,0,6.05,39%,2.34,0.57,2.5,24.78,14.85,2.5,12.6km,3.15,13,-,-,-,-,-,-,-
2000073449,Arthur,29,69 kg,174 cm,,-,BRA,Bundesliga,VfL Wolfsburg,"$3,545,000 p/a",-,30/6/2034,"D (RL), WB (R)","D (L), WB (R)",26,"2,378",91%,0.08,0.11,8.06,0.76,0.19,20%,0.42,6%,-0.16,0.04,0.04,0.19,0.04,0,2.83,2.72,73%,0.72,0.23,0.04,3.14,52%,1.63,0.61,12.41,15.82,14,2.01,12.6km,2.27,9.27,-,-,-,-,-,-,-
2000104850,Mathys Tel,27,77 kg,183 cm,,-,FRA,Bundesliga,Bayern Munich,"$6,947,000 p/a",-,30/6/2035,"AM (RLC), ST (C)",AM (RC),8,"1,240",85%,0.15,0.13,2.61,1.38,0.58,13%,0.29,11%,0.95,1.96,0.44,1.23,0.37,0,1.85,1.38,83%,0.36,0,0.07,5.3,40%,2.1,0.15,4.35,16.69,12.34,2.61,12.3km,2.1,12.56,-,-,-,-,-,-,-
49061476,Yoan Bonny,28,78 kg,189 cm,,-,FRA,Bundesliga,1. FC Köln,"$5,101,000 p/a",-,30/6/2035,"AM (L), ST (C)",AM (L),23,"2,145",86%,0.04,0.08,0.67,0.55,0.29,0%,0,15%,2.1,1.38,0.42,0.92,0.33,0,1.98,1.22,76%,0.63,0,0.04,9.57,39%,3.78,0.21,2.06,17.62,7.01,0.71,11.8km,1.55,7.26,-,-,-,-,-,-,-
2002103586,Ingo van Veldhoven,23,77 kg,185 cm,,-,NED,Bundesliga,VfB Stuttgart,"$1,035,000 p/a",-,30/6/2034,"AM (C), ST (C)",AM (C),3,663,84%,-,0.02,0.95,0.68,0.27,0%,0,18%,1.47,2.17,0.68,1.36,0.48,0,0.13,1.22,82%,0,0,0,7.6,20%,1.49,-,1.22,19.82,7.19,1.22,12.9km,1.76,6.52,-,-,-,-,-,-,-
27160181,Rasmus Højlund,29,78 kg,191 cm,,-,DEN,Bundesliga,Bayern Munich,"$20,762,000 p/a",-,30/6/2034,ST (C),-,35,"2,882",87%,0.22,0.11,0.53,0.66,0.25,17%,0.06,22%,9.53,1.81,0.69,1.19,0.36,0,3.64,1.31,81%,0.31,0,0.06,7.53,49%,3.65,0.16,3.44,8.71,6.56,1.34,12.1km,1.72,7.15,-,-,-,-,-,-,-
