UID,Name,Age,Weight,Height,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
83240556,Eva Nga,32,85 kg,190 cm,-,CMR,DStv Premiership,Chippa Utd,"€96,500 p/a",30/6/2025,ST (C),-,14,"1,357",85%,-,0.03,0.73,0.53,0.27,11%,0.07,12%,0.13,1.33,0.93,0.32,0,0.86,72%,0.27,0,0.2,10.94,41%,4.51,0.13,2.12,15.92,6.37,0.66,11.5km,1.53,6.43,-,-,-,-
65043251,Keenan Phillips,25,69 kg,177 cm,-,RSA,DStv Premiership,Swallows,"€96,500 p/a",30/6/2025,D/WB/M (R),M (R),29,"2,537",88%,0.07,0.16,5.14,0.82,0.21,13%,0.28,-,-3.67,0.25,0.39,0.13,0,2.34,83%,1.45,0.32,0.18,4.9,51%,2.52,0.46,13.76,11.81,12.59,1.49,12.5km,2.27,8.94,-,-,-,-
65042372,Liam Bern,22,84 kg,181 cm,-,RSA,DStv Premiership,Cape Town Spurs,"€97,000 p/a",30/6/2027,"D (LC), WB (L), DM, M (C)",D/M (C),28,"2,424",90%,-,0.09,4.46,0.82,0.15,25%,0.07,9%,0.2,0.04,0.19,0.03,0,1.56,79%,1.08,0.22,0.04,3.08,31%,0.97,0.41,15,6.39,9.76,0.3,12.2km,2.26,8.91,-,-,-,-
2000067231,Bradley Mojela,28,69 kg,178 cm,Pulled hamstring,RSA,DStv Premiership,TS Galaxy,"€97,000 p/a",30/6/2026,AM (L),-,24,"2,025",88%,0.04,0.05,1.56,0.93,0.09,16%,0.67,19%,1.94,0.58,0.53,0.14,0,1.91,80%,1.07,0.09,0,7.16,24%,1.73,0.44,3.38,18.53,12.22,3.38,12.3km,3.29,11.82,-,-,-,-
2000196604,Adriano,23,62 kg,175 cm,-,BRA,Liga Portugal 2 SABSEG,Leixões,"€97,000 p/a",30/6/2028,AM (RL),-,33,"1,937",82%,0.05,0.08,2.32,1.35,0.14,9%,0.23,16%,0.5,0.51,0.46,0.12,0,2.37,69%,0.93,0,0.05,3.67,15%,0.56,0.23,5.81,15.43,12.87,2.97,12.2km,3.67,13.29,-,-,-,-
2000105473,Elias Mokwana,25,72 kg,179 cm,-,RSA,DStv Premiership,Sekhukhune Utd,"€97,000 p/a",30/6/2026,"AM (R), ST (C)",AM (R),30,"2,527",87%,0.04,0.03,0.93,0.57,0.07,17%,0.14,15%,4,1.42,1.07,0.25,0,1.53,88%,0.39,0.04,0,8.83,21%,1.82,0.14,2.07,16.28,6.38,0.78,11.6km,1.92,6.77,-,-,-,-
62201254,Issah Abass,26,67 kg,173 cm,-,GHA,Liga Portugal 2 SABSEG,Chaves,"€97,500 p/a",30/6/2025,"AM (L), ST (C)",-,29,"2,002",85%,0.18,0.15,3.82,1.17,0.18,13%,0.4,19%,1.71,0.36,0.13,0.06,0,2.97,85%,0.45,0,0,5.62,23%,1.3,0.13,4.09,16.81,15.64,2.92,12.9km,3.55,11.91,-,-,-,-
18076749,Ali Yaşar,30,70 kg,180 cm,-,BEL,Spor Toto 1. Lig,Sakaryaspor,"€97,500 p/a",30/6/2026,D (L),-,33,"2,807",86%,0.06,0.06,6.22,1.35,0.1,17%,0.64,-,-0.39,0.06,0.16,0.01,0,2.24,81%,2.34,0.16,0.26,5.51,55%,3.05,0.93,11.32,12.57,13.92,1.06,12.4km,2.37,7.95,-,-,-,-
29065118,Mustafa Amini,32,74 kg,176 cm,-,AUS,Isuzu UTE A-League,Perth Glory,"€97,500 p/a",30/6/2027,"DM, M (C)",-,14,851,84%,0.21,0.25,3.17,1.27,0.21,18%,0.11,-,-0.36,0,0.11,0.04,0,1.9,69%,1.16,0.11,0.21,2.86,26%,0.74,0.74,15.97,11.95,10.58,0.95,12.6km,3.28,11.53,-,-,-,-
15016697,Lawrence Thomas,33,89 kg,191 cm,-,AUS,Isuzu UTE A-League,Western Sydney Wanderers,"€97,500 p/a",30/6/2027,GK,-,24,"2,160",59%,-,0,0,0.04,-,-,-,-,0,-,-,0,0,0.08,67%,7.58,0,0,-,-,-,-,5.54,5.38,0,-,5.8km,0,0,17,56,23,0.16
2000078876,Tshepang Moremi,24,73 kg,178 cm,-,RSA,DStv Premiership,AmaZulu,"€98,500 p/a",30/6/2026,"M/AM (L), ST (C)","M (L), ST (C)",25,"1,909",85%,0.24,0.07,2.5,1.08,0.05,13%,0.57,7%,-1.4,0.75,1.08,0.21,0,1.79,83%,0.71,0.05,0,5.04,16%,0.8,0.28,4.48,15.98,13.2,2.92,12.6km,2.31,10.37,-,-,-,-
24065106,Andrija Drljo,22,89 kg,181 cm,-,BIH,Keuken Kampioen Divisie,ADO Den Haag,"€98,500 p/a",30/6/2027,AM (R),-,16,"1,413",83%,0.06,0.07,2.74,1.78,0.19,13%,0.64,7%,-0.51,0.38,0.51,0.16,0,1.91,79%,0.83,0,0.19,7.9,33%,2.61,0.19,3.69,14.78,11.02,3.12,12.6km,3.38,11.53,-,-,-,-
37008954,Moreno Rutten,32,68 kg,177 cm,-,NED,Keuken Kampioen Divisie,VVV-Venlo,"€98,500 p/a",30/6/2026,D (R),-,38,"3,450",87%,0.08,0.07,4.57,0.63,0.1,21%,0.6,10%,-0.74,0.37,0.47,0.18,0,2.58,86%,1.25,0.1,0.26,4.93,49%,2.43,0.7,12.94,13.04,16.17,0.94,12.4km,1.88,7.93,-,-,-,-
65045538,Mpho Mathebula,24,69 kg,175 cm,-,RSA,DStv Premiership,Orlando Pirates,"€98,500 p/a",30/6/2025,"D (R), DM, M (C)",D (R),18,"1,669",88%,0.11,0.15,4.8,0.86,0.32,25%,0.22,-,-1.44,0,0.59,0.08,0,2.26,89%,1.08,0.05,0.16,3.07,32%,0.97,0.43,8.03,9.98,6.74,0.43,11.9km,2.48,7.93,-,-,-,-
37087052,Tyrese Asante,23,81 kg,188 cm,-,NED,Keuken Kampioen Divisie,ADO Den Haag,"€98,500 p/a",30/6/2028,"D (RC), DM",-,33,"2,667",89%,0.1,0.06,4.56,0.91,0.07,24%,0.13,9%,0.14,0.2,0.2,0.06,0,2.4,72%,0.98,0.17,0.47,4.79,64%,3.07,0.27,13.36,6.82,11.07,0.37,12.3km,3.07,8.64,-,-,-,-
2000162442,Christian Saile,25,75 kg,184 cm,-,COD,DStv Premiership,Kaizer Chiefs,"€98,500 p/a",30/6/2026,"M (L), AM (RL), ST (C)","M (L), AM (R)",28,"2,164",82%,0.21,0.19,0.91,0.67,0.58,11%,0.08,17%,1.61,1.33,0.54,0.35,0,1.46,76%,0.62,0,0.04,9.19,19%,1.75,0.37,2.5,14.39,5.74,0.83,11.5km,2,6.53,-,-,-,-
52082003,Ryan Graydon,26,76 kg,183 cm,-,IRL,Sky Bet League One,Fleetwood,"€98,500 p/a",30/6/2025,"M (R), AM (RL)",M (R),14,"1,014",85%,0.09,0.18,2.04,1.42,0.36,20%,0.89,14%,0.57,0.44,0.53,0.13,0,1.42,67%,1.07,0,0,6.39,43%,2.75,0.53,3.46,19.35,11.09,3.55,12.1km,2.49,10.65,-,-,-,-
29118944,Joe Quigley,28,85 kg,194 cm,-,IRL,Sky Bet League One,Chesterfield,"€98,500 p/a",30/6/2025,ST (C),-,24,"2,364",87%,0.15,0.06,0.65,0.69,0.23,0%,0,21%,5.86,1.18,0.72,0.2,0,1.18,72%,0.69,0,0.23,12.56,55%,6.85,0.27,1.45,19.68,6.17,0.49,11.1km,1.71,6.51,-,-,-,-
83261913,Rodrigo Rego,23,72 kg,183 cm,-,POR,Keuken Kampioen Divisie,FC Eindhoven,"€98,500 p/a",30/6/2028,D (LC),-,39,"3,494",91%,0.03,0.06,3.86,0.21,0.15,0%,0,9%,-1.07,0.1,0.08,0.08,0,1.16,85%,1.75,0.15,0.46,6.8,56%,3.79,0.72,17.08,5.02,5.64,0.39,10.8km,1.08,3.79,-,-,-,-
37051626,Léon Bergsma,28,75 kg,187 cm,-,NED,Keuken Kampioen Divisie,Cambuur,"€98,500 p/a",30/6/2027,D (C),-,27,"2,430",91%,0.04,0.12,4.07,0.37,0.11,33%,0.04,5%,-0.63,0.07,0.3,0.06,0,1.19,74%,1.26,0.33,0.74,7.15,67%,4.78,0.56,16.67,2.67,5.3,0.04,11.1km,1.11,3.07,-,-,-,-
70107251,Musa Caner Aktaş,27,68 kg,174 cm,-,TUR,Spor Toto 1. Lig,A. Keçiörengücü,"€98,500 p/a",30/6/2026,AM (L),-,29,"2,445",86%,0.11,0.17,3.02,2.02,0.37,14%,0.59,13%,0.89,0.66,0.4,0.19,0,1.73,84%,0.92,0,0,6.59,21%,1.4,0.37,4.38,18.44,12.81,2.87,12.3km,2.87,12,-,-,-,-
65041639,Macbeth Mahlangu,23,73 kg,178 cm,-,RSA,DStv Premiership,Chippa Utd,"€99,000 p/a",30/6/2026,D (C),-,20,"1,709",92%,-,0.01,3.74,0.32,0.05,25%,0.05,-,-1.58,0.21,0.21,0.08,0,1,61%,1.16,0.42,0.58,6.79,72%,4.9,0.68,15.75,3.48,4.9,0.16,11.0km,1.26,3.32,-,-,-,-
70024201,Metin Uçar,34,76 kg,180 cm,-,TUR,Spor Toto 1. Lig,A. Keçiörengücü,"€99,000 p/a",30/6/2026,GK,-,27,"2,315",62%,-,0,0,0.04,-,-,-,-,0,-,-,0,0,0,0%,7.81,0,0,-,-,-,-,4.04,6.57,0,-,4.8km,0,0,10,39,18,0.44
65043299,Solly Khunyedi,24,74 kg,179 cm,-,RSA,DStv Premiership,Baroka,"€99,500 p/a",30/6/2026,"AM (C), ST (C)",AM (C),22,"1,673",84%,0.05,0.11,1.08,0.97,0.32,17%,0.11,24%,1.81,1.83,1.08,0.53,0,1.34,78%,0.81,0,0.11,10.76,16%,1.72,0.22,2.21,16.03,5.49,0.97,11.0km,2.1,6.4,-,-,-,-
29118491,Gedion Zelalem,28,71 kg,181 cm,-,USA,Keuken Kampioen Divisie,FC Den Bosch,"€99,500 p/a",30/6/2026,M (C),-,37,"3,192",87%,0.23,0.22,3.47,0.93,0.31,6%,0.06,16%,1.72,0.31,0.2,0.09,0,1.64,75%,0.51,0.08,0.03,3.64,41%,1.49,0.59,13,13.2,10.29,1.07,12.2km,2.85,10.97,-,-,-,-
2000241628,Poyraz Yıldırım,20,79 kg,189 cm,-,TUR,Spor Toto 1. Lig,Çorum FK,"€100,000 p/a",30/6/2027,ST (C),-,34,"2,852",88%,-,0.04,0.54,0.5,0.09,27%,0.13,13%,-0.23,0.98,0.76,0.32,0,0.82,79%,0.69,0,0.06,10.63,27%,2.9,0.19,1.17,16.95,5.4,1.14,10.7km,1.1,6.15,-,-,-,-
37024279,Terence Kongolo,31,70 kg,188 cm,-,NED,Keuken Kampioen Divisie,RKC,"€100,000 p/a",30/6/2027,D (C),-,40,"3,548",89%,0.03,0.03,3.5,0.18,0.08,0%,0,11%,0.71,0.2,0.36,0.06,0,1.29,86%,1.29,0.2,0.76,7.51,76%,5.73,0.51,15.63,2.82,5.35,0.03,11.3km,1.17,3.09,-,-,-,-
70096292,Cihad Ateş,26,88 kg,194 cm,-,TUR,Spor Toto 1. Lig,Şanlıurfaspor,"€100,000 p/a",30/6/2027,ST (C),-,36,"2,559",87%,0.07,0.1,0.63,0.67,0.21,14%,0.07,7%,-1.76,0.56,0.49,0.17,0,1.27,78%,0.63,0.07,0.11,12.13,44%,5.31,0.21,1.65,18.11,6.4,0.6,11.5km,1.72,6.51,-,-,-,-
2000052981,Sanele Gaxa,24,66 kg,176 cm,-,RSA,DStv Premiership,Maritzburg Utd,"€100,000 p/a",30/6/2027,M/AM (C),-,22,"1,755",89%,0.1,0.23,2.31,0.92,0.46,24%,0.31,22%,3.29,0.46,0.56,0.14,0,0.87,74%,0.77,0.05,0,5.85,15%,0.87,0.41,8.36,14.87,9.18,1.79,13.1km,1.44,6.87,-,-,-,-
70132096,Eren Erdoğan,23,73 kg,175 cm,-,TUR,Spor Toto 1. Lig,Altay,"€100,000 p/a",30/6/2026,AM (RL),-,36,"2,969",84%,0.15,0.06,2.21,1.46,0.18,13%,0.7,12%,-0.61,0.64,0.45,0.2,0,1.85,81%,1.03,0,0.06,6.46,29%,1.85,0.36,4.7,18.22,12.88,3.27,12.3km,2.88,11.61,-,-,-,-
29072565,Cole Stockton,31,75 kg,186 cm,-,ENG,Sky Bet League One,Burton,"€101,000 p/a",30/6/2027,ST (C),-,38,"3,211",85%,0.06,0.13,0.84,0.7,0.22,11%,0.06,5%,-5.01,0.92,0.5,0.25,0,0.9,62%,0.48,0,0.08,9.56,40%,3.81,0.14,1.65,25.39,5.77,0.5,11.5km,1.43,6.95,-,-,-,-
12078748,Demba Diallo,24,73 kg,180 cm,-,MLI,Spor Toto 1. Lig,Manisa FK,"€101,000 p/a",30/6/2025,AM (R),-,32,"2,583",85%,0.03,0.08,2.3,1.36,0.14,8%,0.31,10%,0.55,0.84,0.52,0.19,0,2.72,84%,1.11,0.1,0.03,4.46,25%,1.11,0.28,4.08,17.56,13.34,2.79,12.0km,3.52,10.8,-,-,-,-
83209469,Sandro Cruz,24,75 kg,187 cm,-,ANG,Liga Portugal 2 SABSEG,Chaves,"€101,000 p/a",30/6/2029,D (L),-,32,"2,787",87%,-,0.07,6.33,1.32,0.16,12%,0.36,-,-2.33,0.03,0.06,0.08,0,2.87,82%,1.26,0.16,0.32,5.3,65%,3.42,0.68,14.05,14.08,14.76,1.23,12.1km,2.42,9.27,-,-,-,-
14080328,Tomás Andrade,28,70 kg,175 cm,-,ARG,Liga Portugal 2 SABSEG,Torreense,"€101,000 p/a",30/6/2025,AM (RL),-,28,"2,245",83%,0.08,0.16,2.77,1.2,0.36,10%,0.28,15%,1.91,0.6,0.44,0.16,0,1.96,80%,0.76,0.04,0,5.05,17%,0.84,0.36,4.53,16.12,13.11,2.97,12.2km,2.85,11.43,-,-,-,-
65029091,Ayabulela Konqobe,29,77 kg,184 cm,-,RSA,DStv Premiership,Chippa Utd,"€101,000 p/a",30/6/2027,D (C),-,32,"2,759",93%,-,0.02,3.72,0.29,-,0%,0,7%,-0.37,0.03,0.26,0.04,0,1.08,70%,1.3,0.26,0.78,6.56,66%,4.31,0.46,10.7,3.16,5.06,0.16,11.2km,1.34,2.9,-,-,-,-
65024875,Seth Parusnath,30,53 kg,170 cm,-,RSA,DStv Premiership,Cape Town City,"€102,000 p/a",30/6/2025,"DM, M (C)",M (C),13,"1,162",84%,0.31,0.33,4.8,1.7,0.7,13%,0.08,14%,0.5,0.31,0.23,0.04,0,2.48,91%,1.47,0.15,0.15,3.1,25%,0.77,0.62,11.31,9.68,10.07,0.54,12.6km,2.25,9.6,-,-,-,-
37088056,Finn Stam,22,74 kg,188 cm,-,NED,Keuken Kampioen Divisie,AZ Alkmaar,"€102,000 p/a",30/6/2028,D (LC),-,28,"2,551",88%,-,0.03,5.5,1.13,0.04,13%,0.21,13%,0.25,0.07,0.14,0.03,0,2.93,84%,1.66,0.11,0.42,6.1,65%,3.95,0.74,14.15,11.5,12.95,1.02,12.2km,2.01,8.36,-,-,-,-
29233077,Max Bardell,22,67 kg,180 cm,Hamstring strain,ENG,Sky Bet League One,Derby County,"€102,000 p/a",30/6/2027,"D (RLC), WB (R)","D (L), WB (R)",34,"2,639",87%,0.03,0.05,4.91,0.92,0.07,11%,0.34,8%,-1.23,0.24,0.17,0.11,0,2.39,83%,1.84,0.2,0.38,6.96,67%,4.64,0.82,11.97,13.47,14.8,1.16,12.3km,2.11,8.08,-,-,-,-
2000275656,Tommy Dobson-Ventura,18,78 kg,188 cm,-,ENG,Sky Bet League One,Burton,"€103,000 p/a",30/6/2026,D (C),-,13,"1,093",88%,-,0.02,4.03,0,0.08,0%,0,15%,0.92,0.33,0.33,0.09,0,1.32,84%,1.07,0.25,0.74,6.26,86%,5.35,0.33,12.02,5.02,5.19,0.16,10.9km,1.07,3.29,-,-,-,-
55083813,David Moura,28,77 kg,180 cm,-,BRA,Liga Portugal 2 SABSEG,Paços de Ferreira,"€103,000 p/a",30/6/2027,"DM, M (C)",-,34,"2,507",86%,0.11,0.16,4.24,1.79,0.29,14%,0.11,11%,-0.25,0.25,0.18,0.05,0,1.94,83%,1.08,0.14,0.25,4.99,52%,2.58,0.18,8.51,17.73,8.04,0.57,11.7km,2.66,9.59,-,-,-,-
55028063,Leandro Silva,31,78 kg,175 cm,-,POR,Liga Portugal 2 SABSEG,Leiria,"€104,000 p/a",30/6/2026,M (C),-,33,"2,858",86%,0.31,0.14,4.72,1.13,0.22,12%,0.03,12%,0.18,0.13,0.09,0.06,0,2.11,76%,1.04,0.06,0,2.55,30%,0.76,0.54,14.11,7.24,10.2,0.63,12.4km,2.77,8.91,-,-,-,-
28127282,Kegs Chauke,22,74 kg,177 cm,-,RSA,Sky Bet League One,Burton,"€104,000 p/a",30/6/2026,"DM, M (C)",-,26,"2,279",90%,0.04,0.13,4.19,0.75,0.28,20%,0.08,8%,-0.09,0.08,0.16,0.04,0,2.53,90%,1.26,0.08,0.28,4.23,54%,2.29,0.43,9.24,7.23,10.19,0.71,12.6km,2.88,9.28,-,-,-,-
29039749,Alex Cairns,32,73 kg,183 cm,-,ENG,Sky Bet League One,Chesterfield,"€104,000 p/a",30/6/2026,GK,-,57,"5,160",54%,-,0,0,0.09,-,-,-,-,0,-,-,0,0,0.02,17%,9.68,0,0,-,-,-,-,4.19,8.23,0,-,5.0km,0,0,34,107,51,0.15
70092174,Orkun Özdemir,30,95 kg,195 cm,-,TUR,Spor Toto 1. Lig,Gençlerbirliği,"€104,000 p/a",30/6/2028,GK,-,37,"3,330",65%,-,0,0,0,-,-,-,-,0,-,-,0,0,0.08,50%,7.11,0,0,-,-,-,-,2.97,7.76,0,-,5.6km,0,0,17,54,25,0.32
83229047,Simão Fernandes,26,89 kg,189 cm,-,POR,Liga Portugal 2 SABSEG,Felgueiras,"€104,000 p/a",30/6/2026,D (C),-,34,"3,005",85%,-,0.03,4.25,0.15,0.09,33%,0.03,9%,-0.25,0.06,0.12,0.04,0,1.08,88%,1.5,0.12,1.44,9.52,77%,7.37,0.57,13.06,3.83,4.46,0.09,10.3km,1.17,3.71,-,-,-,-
29218505,Tivonge Rushesha,22,66 kg,170 cm,-,ZIM,Sky Bet League One,Reading,"€104,000 p/a",30/6/2026,"D (RC), DM, M (C)",D (RC),24,"2,290",87%,0.24,0.26,3.93,0.86,0.59,27%,0.12,4%,-3.49,0.2,0.35,0.18,0,1.77,83%,0.86,0.08,0.2,3.3,42%,1.38,0.71,14.31,8.45,11.63,0.51,12.6km,2,9.31,-,-,-,-
37041416,Collin Seedorf,30,81 kg,185 cm,-,NED,Keuken Kampioen Divisie,Heracles,"€104,000 p/a",30/6/2027,D (R),-,11,"1,241",91%,-,0.05,4.06,0.87,0.15,5%,0.07,-,-0.94,0.07,0.51,0.07,0,2.03,80%,1.23,0.29,0.36,6.09,64%,3.92,0.51,10.81,15.01,13.78,1.23,12.3km,2.18,7.69,-,-,-,-
2000053709,Bryan Hein,23,76 kg,182 cm,-,NGA,Keuken Kampioen Divisie,Vitesse,"€104,000 p/a",30/6/2026,D (L),-,11,"1,116",89%,-,0.03,4.76,0.97,0.16,16%,0.4,-,-0.18,0.08,0,0.01,0,2.98,80%,1.69,0.16,0.24,4.19,77%,3.23,1.13,9.84,13.39,15.73,1.05,12.9km,2.74,9.27,-,-,-,-
37064938,Patrick Vroegh,25,73 kg,175 cm,-,NED,Keuken Kampioen Divisie,RKC,"€104,000 p/a",30/6/2029,"DM, M (C)",-,17,"1,461",89%,0.37,0.26,3.82,1.11,0.55,25%,0.12,-,-0.86,0,0.06,0.05,0,2.03,77%,1.05,0,0.18,2.46,60%,1.48,0.49,15.15,5.3,10.47,0.31,12.2km,2.96,9.92,-,-,-,-
51055700,Denis Pineda,29,73 kg,179 cm,-,SLV,Liga Portugal 2 SABSEG,Felgueiras,"€104,000 p/a",30/6/2027,AM (L),-,32,"2,141",85%,-,0.05,1.72,1.01,0.21,14%,0.5,6%,-0.8,0.25,0.29,0.08,0,2.02,91%,1.3,0,0.04,6.81,40%,2.69,0.67,2.69,21.14,9.42,3.03,12.0km,3.19,10.59,-,-,-,-
2000190592,João Teixeira,19,76 kg,186 cm,-,POR,Liga Portugal 2 SABSEG,FC Porto B,"€104,000 p/a",30/6/2027,"DM, M (C)",-,29,"2,456",90%,0.15,0.25,4.43,1.36,0.33,8%,0.04,4%,-3.31,0.26,0.26,0.16,0,2.16,75%,1.21,0.04,0.55,4.69,54%,2.53,0.37,12.94,7.62,10.48,0.66,12.6km,2.97,9.05,-,-,-,-
214041,Max Burgess,30,70 kg,185 cm,-,AUS,Isuzu UTE A-League,Sydney FC,"€104,000 p/a",30/6/2027,M/AM (C),-,18,"2,075",86%,0.04,0.07,2.78,1.3,0.13,17%,0.35,5%,-1.61,0.74,0.61,0.16,0,1.17,68%,0.87,0.04,0.22,7.33,37%,2.73,0.35,4.81,15.61,9.15,1.21,11.7km,2.08,9.11,-,-,-,-
28066114,Zach Clough,30,67 kg,170 cm,Dislocated shoulder,ENG,Isuzu UTE A-League,Adelaide United,"€104,000 p/a",30/6/2026,AM (C),-,32,"2,100",86%,0.17,0.18,2.23,1.54,0.3,6%,0.09,12%,1.31,1.07,0.77,0.2,0,1.54,71%,0.6,0.04,0.04,4.2,22%,0.94,0.09,12.3,14.14,11.1,1.67,13.4km,2.91,9.56,-,-,-,-
90043991,Nick Freeman,29,73 kg,183 cm,-,ENG,Sky Bet League One,Stevenage,"€105,000 p/a",30/6/2027,"WB (R), M/AM (RC)",M (RC),42,"3,445",87%,0.13,0.17,2.22,0.97,0.31,12%,0.37,11%,0.59,0.39,0.34,0.12,0,2.35,85%,0.73,0,0,5.36,43%,2.33,0.39,5.59,19.04,13.22,2.19,12.1km,3.08,11.89,-,-,-,-
2000042788,Olivier van Eldik,21,75 kg,182 cm,-,NED,Keuken Kampioen Divisie,FC Utrecht,"€105,000 p/a",30/6/2026,"DM, M (C)",-,15,"1,348",87%,0.27,0.19,3.61,1.2,0.2,14%,0.07,-,-0.23,0.07,0.13,0.02,0,2.07,66%,1.07,0.13,0.47,5.14,42%,2.14,0.47,11.42,12.95,9.55,0.47,11.9km,3.07,9.41,-,-,-,-
29175186,Jon McCracken,24,77 kg,190 cm,-,SCO,Sky Bet League One,Fleetwood,"€106,000 p/a",30/6/2026,GK,-,45,"3,785",61%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,7.61,0,0,-,-,-,-,4.59,5.94,0,-,5.7km,0,0,18,77,29,0.11
65037417,Oswin Appollis,23,65 kg,171 cm,-,RSA,DStv Premiership,Polokwane City,"€106,000 p/a",30/6/2026,"M (RL), AM (RLC)","M (RL), AM (R)",28,"2,120",82%,0.08,0.21,2.63,1.53,0.68,19%,0.76,13%,-0.13,0.55,0.3,0.18,0,2.55,83%,0.93,0,0,6.5,20%,1.32,0.3,6.71,13.8,12.78,3.57,12.5km,3.27,11.63,-,-,-,-
2000116658,Jesse van de Haar,20,86 kg,189 cm,-,NED,Keuken Kampioen Divisie,FC Utrecht,"€106,000 p/a",30/6/2028,"AM (C), ST (C)",-,29,"2,179",87%,0.04,0.11,0.74,0.54,0.12,8%,0.04,16%,3.11,1.03,1.03,0.28,0,1.45,90%,0.54,0,0,9.46,20%,1.86,0.17,1.86,22.22,6.2,0.91,11.7km,1.61,7.39,-,-,-,-
37067490,Redouan El Yaakoubi,29,70 kg,183 cm,-,NED,Keuken Kampioen Divisie,Groningen,"€106,000 p/a",30/6/2027,D (RC),-,38,"3,301",88%,0.08,0.14,4.31,0.68,0.27,10%,0.05,13%,0.79,0.3,0.35,0.09,0,1.94,86%,1.61,0.41,0.68,6.76,67%,4.5,0.63,18.73,4.47,9.27,0.38,11.7km,1.72,4.93,-,-,-,-
13117529,Knox Mutizwa,31,63 kg,170 cm,-,ZIM,DStv Premiership,Chippa Utd,"€106,000 p/a",30/6/2026,ST (C),-,20,"1,946",86%,0.05,0.16,0.51,0.51,0.14,19%,0.09,23%,7.5,1.66,1.02,0.39,0,1.16,89%,0.37,0.05,0,8.74,20%,1.71,0.09,2.27,17.71,6.52,1.06,11.6km,1.34,6.43,-,-,-,-
2000226651,Lugene Arnaud,19,82 kg,191 cm,-,NED,Keuken Kampioen Divisie,ADO Den Haag,"€107,000 p/a",30/6/2027,D/WB (R),-,30,"2,430",87%,0.11,0.08,5.41,1.19,0.19,17%,0.52,-,-4.33,0.11,0.41,0.16,0,2.48,91%,1.52,0.15,0.78,7.11,70%,5,0.56,10.81,16.52,11.93,0.74,12.1km,1.96,7.19,-,-,-,-
19381791,Flávio,24,78 kg,180 cm,-,BRA,Liga Portugal 2 SABSEG,Nacional da Madeira,"€107,000 p/a",30/6/2026,DM,-,30,"2,073",88%,0.09,0.09,4.25,0.96,0.22,14%,0.04,-,-1.42,0.13,0.04,0.06,0,2.52,88%,0.78,0.04,0.52,4.43,56%,2.47,0.61,14.67,6.82,9.9,0.82,12.1km,2.78,9.68,-,-,-,-
12094490,Moses Jarju,21,77 kg,187 cm,-,GAM,Keuken Kampioen Divisie,ADO Den Haag,"€107,000 p/a",30/6/2027,"D (C), DM",-,25,"2,215",90%,0.16,0.22,3.49,0.53,0.33,0%,0,14%,1.32,0.12,0.28,0.03,0,1.1,68%,1.5,0.12,0.57,5.93,62%,3.7,0.73,14.22,3.05,6.54,0.33,11.6km,1.46,5.44,-,-,-,-
65043287,Mfundo Thikazi,25,68 kg,175 cm,-,RSA,DStv Premiership,Chippa Utd,"€108,000 p/a",30/6/2026,"M (L), AM (RLC)","M (L), AM (RC)",22,"1,380",83%,0.13,0.13,2.22,0.98,0.46,12%,0.26,37%,3.01,0.85,0.33,0.21,0,2.22,83%,0.52,0,0.07,5.09,14%,0.72,0.2,6.07,18.91,13.5,2.87,12.7km,3.33,11.87,-,-,-,-
19052685,Edson Farias,33,68 kg,170 cm,-,BRA,Liga Portugal 2 SABSEG,Felgueiras,"€108,000 p/a",30/6/2026,D/AM (R),-,32,"2,810",83%,-,0.05,5.48,1.02,0.06,16%,0.83,6%,-3.67,0.32,0.64,0.21,1,1.79,69%,1.89,0.13,0.22,5.93,39%,2.31,0.77,11.5,18.1,15.12,1.25,12.2km,2.02,7.37,-,-,-,-
2000129217,Efe Altunkara,20,62 kg,176 cm,-,TUR,Spor Toto 1. Lig,Manisa FK,"€108,000 p/a",30/6/2026,AM (RL),-,12,"1,036",82%,0.17,0.12,2.08,1.13,0.43,12%,0.43,6%,-2.36,0.52,0.35,0.29,0,1.22,78%,1.22,0,0,5.99,22%,1.3,0.78,6.34,14.59,12.68,3.21,12.4km,2.26,12.16,-,-,-,-
75018382,Juan Delgado,32,72 kg,177 cm,-,CHI,Sky Bet League One,Chesterfield,"€108,000 p/a",30/6/2025,"D/WB/M (R), AM (RL)","M (R), AM (L)",14,"1,147",85%,0.08,0.04,4.47,1.02,0.08,14%,0.63,7%,0.14,0.39,0.71,0.07,0,1.26,73%,1.88,0.16,0.08,6.2,43%,2.67,0.94,11.06,16.01,13.97,1.96,12.0km,1.49,7.22,-,-,-,-
