name,uid,chancesCreated,openCrossesRatio,openSucessfullCrosses90,dribbles,conv,npXG,keyPasses,xA,badges,ratingScores
Sami Ouaissa,2000072968,95.24,55.28,73.1,75.35,17.89,49.61,95.56,96.53,wide playmaker,{"wide playmaker":96}
Pedro Santos,83297599,22.01,25.48,11.52,54.38,44.79,46.2,36.16,33.14,,{}
Ilyes Benlebsir,2000104918,46.59,31.27,50.9,76.96,11.52,42.34,39.06,42.41,,{}
Joseph Amuzu,2000058377,2.38,3.02,3.99,1.67,21.49,31.66,1.8,9.46,,{}
Germán Oliva,2002136535,56.82,72.14,48.07,51.29,91.06,96.98,47.43,76.83,,{}
Nick Constancia,2002073392,34.04,66.6,45.37,45.95,40.03,14.22,20.33,18.15,,{}
Alex Luna,14236686,46.59,17.57,66.47,77.28,34.11,35.14,53.99,55.02,,{}
Eduardo Lemos,2002155977,51.48,55.28,31.98,43.82,21.49,42.34,71.24,42.41,,{}
Santiago Castro,14236223,18.53,42.15,17.25,40.73,75.35,35.14,12.55,6.5,,{}
Pablo Castillo,2000063313,49.1,95.24,27.99,13.13,25.55,6.18,53.15,46.53,,{}
Mikel Herrero,2002134609,54.89,72.14,86.49,65.77,11.52,92.02,82.75,50.51,,{}
Santiago Salle,2000241983,25.03,66.6,34.17,22.97,3.93,2.57,17.44,18.15,,{}
Jeisson Pedraza,2002074519,36.87,3.02,3.99,12.61,85.07,97.94,16.02,18.15,,{}
Lukáš Vorlický,43474384,30.24,72.14,72.2,66.09,14.74,35.14,34.81,13.64,,{}
Rachid El Amrani,2002124008,44.79,25.48,48.07,58.43,78.83,49.61,61,59.65,,{}
Lucas Sabatella,2002120260,73.81,36.87,38.93,96.65,60.23,49.61,40.41,64.09,,{}
Ramiro Centurión,2002146989,50.26,25.48,71.04,72.65,92.73,80.63,34.81,46.53,,{}
Tomás Rambert,2000048651,31.53,31.27,66.47,50.71,40.03,7.98,25.35,46.53,,{}
Maurício,2002120082,62.23,77.48,42.34,46.91,72.46,94.14,35.46,42.41,,{}
Amine Salama,2000180911,30.24,72.14,15.38,11.97,68.66,86.36,21.88,3.73,,{}
Manu Mocsik,2000270836,2.38,3.02,3.99,1.67,14.74,46.2,1.8,13.64,,{}
Shion Homma,45110992,52.96,55.28,77.99,83.59,72.46,49.61,72.84,59.65,,{}
Mika Godts,2000102845,47.94,42.15,61.97,41.31,29.21,42.34,72.84,64.09,,{}
Ian Rojas,2000121243,43.05,66.6,46.72,54.83,82.24,78.96,77.22,42.41,,{}
Kolja Oudenne,2000108787,88.35,66.6,58.04,95.82,89.45,46.2,73.62,84.49,wide playmaker,{"wide playmaker":82}
Sebastián Díaz,2000148680,32.82,36.87,21.69,37.13,92.73,94.85,53.15,28.06,,{}
Mateo Rodríguez,2002126875,66.47,72.14,82.18,76.32,25.55,61.45,56.37,67.95,,{}
Josué Casimir,49048598,27.61,25.48,75.61,77.93,21.49,26,52.19,22.72,,{}
Mohamed Salah El Boukammiri,2000204002,30.24,14.22,17.25,18.34,75.35,84.81,27.16,22.72,,{}
Sydney van Hooijdonk,37070319,10.55,72.14,3.99,15.44,72.46,87.97,5.21,1.61,,{}
Allan,2002120840,86.87,66.6,86.49,98.52,49.68,78.96,79.86,98.39,wide playmaker,{"wide playmaker":88}
Matthew Sorinola,29198195,2.38,3.02,3.99,1.67,25.55,6.18,1.8,28.06,,{}
Jabes Saralegui,2000096164,64.48,31.27,21.69,4.89,11.52,31.66,79.86,50.51,,{}
Mathis Lambourde,2000191931,56.82,92.99,69.88,76.71,17.89,35.14,55.53,59.65,,{}
Nelson Burruchaga,2002074287,38.35,72.14,85.97,61.65,25.55,9.59,60.42,37.9,,{}
Emanuel Solé,2002136465,43.05,17.57,20.33,38.87,40.03,77.09,52.19,50.51,,{}
Gonzalo Morales,2000050088,11.52,55.28,3.99,19.43,14.74,77.09,15.19,1.61,,{}
Olle Englund,2002119748,90.48,42.15,93.31,57.59,3.93,20.59,85.52,91.25,wide playmaker,{"wide playmaker":89}
Mohamed Bennani,2002072885,47.94,48.78,34.17,32.37,55.15,67.63,45.17,33.14,,{}
Lucas Rebecchi,14222104,41.63,94.02,18.79,33.78,91.06,96.33,29.47,22.72,,{}
David Zalazar,14253398,27.61,21.3,38.93,53.09,72.46,46.2,19.76,6.5,,{}
Federico Trivulzio,2002123494,46.59,86.16,56.76,69.76,21.49,17.5,63.84,46.53,,{}
Glen Sels,2002072751,7.4,48.78,11.52,7.92,17.89,7.98,8.82,22.72,,{}
Emerson Batalla,2000006257,86.87,55.28,85.97,71.69,34.11,38.55,70.33,84.49,wide playmaker,{"wide playmaker":81}
Luka Andrade,2000204278,91.7,55.28,90.86,78.31,68.66,84.81,95.56,94.98,wide playmaker,{"wide playmaker":94}
Théo Mununga,2000307453,12.29,10.81,13.32,7.21,21.49,56.5,21.24,50.51,,{}
Gustav Mogensen,27139577,13,83.46,26.19,8.88,44.79,82.24,12.03,3.73,,{}
Sergio Saizar,2002134436,9.97,66.6,46.72,16.47,25.55,11.52,40.41,18.15,,{}
Marokhy Ndione,93087474,2.38,3.02,3.99,1.67,21.49,75.16,1.8,3.73,,{}
Mario Sanabria,2000052064,81.72,31.27,84.88,71.49,3.93,14.22,75.68,84.49,wide playmaker,{"wide playmaker":81}
Alessio Vacca,2000098311,52.96,36.87,18.79,40.22,60.23,42.34,48.39,50.51,,{}
Peter,2000050721,98.78,61.33,88.1,81.79,3.93,31.66,83.59,99.1,wide playmaker,{"wide playmaker":94}
Zakaria El Ouahdi,2000065641,2.38,91.38,3.99,5.15,29.21,82.24,4.05,33.14,,{}
Jeremías Merlo,2000248460,84.88,61.33,87.13,75.93,60.23,87.97,97.36,71.36,wide playmaker,{"wide playmaker":85}
Juan Francisco Montagud,2002155540,19.56,25.48,64.16,71.94,49.68,2.57,35.46,9.46,,{}
Lucas Gómez,2002136247,85.97,48.78,72.2,50.19,98.91,20.59,91.76,90.09,wide playmaker,{"wide playmaker":89}
Alfred Cucurella,2002072499,26.38,25.48,11.52,17.82,85.07,53.02,11.26,13.64,,{}
William Osula,28128173,30.24,31.27,11.52,6.44,49.68,86.36,12.55,37.9,,{}
Tim Lakies,2002073014,69.76,9.65,27.99,60.88,68.66,53.02,56.37,64.09,,{}
Agustín Rodríguez,2000042798,34.04,98.97,42.34,16.15,11.52,46.2,78.83,50.51,,{}
Justin Njinmah,91205613,9.14,3.02,3.99,36.81,75.35,83.59,12.55,1.61,,{}
Guillermo Barone,2002127476,72.72,31.27,24.71,56.82,92.73,86.36,61.9,55.02,,{}
Moutir Chajia,18096854,7.4,48.78,59.91,10.42,40.03,56.5,22.72,37.9,,{}
Wilson Silvério,2002075143,49.1,31.27,31.98,32.05,34.11,61.45,72.01,64.09,,{}
Hamza Bouhadi,2000117328,15.32,61.33,73.1,29.41,55.15,56.5,22.72,28.06,,{}
Takeshi Suzuki,2000272880,56.82,48.78,84.88,81.27,40.03,31.66,81.4,74.39,,{}
Elayis Tavşan,37065568,25.03,3.02,3.99,41.76,94.53,20.59,14.54,3.73,,{}
Fernando González,2002156486,35.39,92.99,29.86,23.87,68.66,90.67,53.99,46.53,,{}
Éverton,2002131819,98.97,77.48,99.94,99.94,44.79,90.67,99.68,99.1,winger;wide playmaker,{"winger":94;"wide playmaker":99}
Shane Doyle,2002123278,49.1,55.28,72.2,44.14,34.11,92.92,48.39,50.51,,{}
Gustavo Sepe,2002136495,55.86,17.57,37,95.05,40.03,87.97,27.16,46.53,,{}
Vivaldo Semedo,2000104444,25.03,98.2,63.19,13.51,40.03,99.42,88.22,37.9,,{}
Davide Bagnato,2002074013,89,48.78,95.95,75.35,14.74,31.66,93.69,91.25,wide playmaker,{"wide playmaker":91}
Francesco Lovati,2002073987,58.94,17.57,68.92,66.8,49.68,61.45,53.99,59.65,,{}
Eugenio Paz,2002146901,77.09,48.78,77.99,71.04,3.93,17.5,25.35,28.06,,{}
Luis López,2002074378,19.56,72.14,52.64,19.82,3.93,9.59,46.91,33.14,,{}
Axel Guerra,2000028232,88.35,98.78,94.72,62.55,49.68,69.56,89.38,91.25,wide playmaker,{"wide playmaker":90}
Isaac Nuyts,2000250326,2.38,3.02,3.99,1.67,14.74,93.69,1.8,22.72,,{}
Ezequiel Carrillo,2002105363,82.56,80.82,96.85,35.14,3.93,4.38,85.52,84.49,wide playmaker,{"wide playmaker":84}
Robert,2002074860,22.01,48.78,49.81,30.05,49.68,2.57,25.35,37.9,,{}
Bruno Pereira,2002144411,84.88,55.28,87.13,96.85,44.79,38.55,76.38,74.39,wide playmaker,{"wide playmaker":79}
Emili Rojo,2002072502,83.78,21.3,72.2,86.1,60.23,38.55,38.42,67.95,,{}
Otacílio Cardoso,2002131895,67.7,97.68,45.37,51.03,17.89,64.86,94.34,79.34,,{}
Matthew Jones,2002123147,73.81,17.57,79.21,87.58,72.46,38.55,54.83,76.83,,{}
Anton Gaaei,2000138501,2.38,9.65,40.99,32.69,21.49,7.98,27.16,1.61,,{}
Alejandro Mendoza,2002074048,75.23,48.78,81.27,56.31,55.15,17.5,71.24,79.34,wide playmaker,{"wide playmaker":75}
Simon Elisor,49060444,2.38,3.02,3.99,4.18,34.11,87.97,3.67,59.65,,{}
Orestis Iordanidis,2002072670,2.38,3.02,3.99,1.67,11.52,42.34,1.8,9.46,,{}
Gonzalo Vásquez,2000115523,91.18,36.87,85.46,80.12,78.83,31.66,66.54,84.49,,{}
Diogo Paiva,2002123514,86.87,21.3,74.07,95.69,49.68,67.63,69.05,74.39,,{}
Dominik Keller,2000024259,26.38,6.5,45.37,72.2,34.11,67.63,33.59,18.15,,{}
Younes Mokhtari,37079431,9.14,3.02,3.99,5.53,55.15,78.96,7.53,22.72,,{}
Nicolás Pistone,14245238,84.36,66.6,63.19,79.67,98.46,94.85,72.84,91.25,inside;wide playmaker,{"inside":89;"wide playmaker":83}
Joan Afonso,14254107,44.79,95.24,53.8,23.87,92.73,42.34,50.06,22.72,,{}
Lukas Engel,27130518,2.38,3.02,3.99,1.67,11.52,83.59,1.8,13.64,,{}
Geovane,2002121525,89,66.6,68.02,78.51,82.24,49.61,79.86,79.34,wide playmaker,{"wide playmaker":83}
Noam Emeran,49061888,84.88,48.78,89.06,94.59,3.93,35.14,58.75,81.72,,{}
Jona Niemiec,2000078565,9.97,48.78,31.98,43.44,94.53,92.02,16.02,6.5,,{}
Josué Grelaud,2000254626,2.38,3.02,3.99,1.67,21.49,28.76,1.8,33.14,,{}
Rayane Bounida,2000127879,38.35,42.15,43.63,40.41,55.15,67.63,33.59,71.36,,{}
Enric Granell,2002072505,38.35,48.78,17.25,39.77,55.15,53.02,16.99,28.06,,{}
Yonni La Barbera,2000270838,2.38,25.48,45.37,32.05,9.46,64.86,28.7,28.06,,{}
Valdemar Byskov,2000140078,19.56,61.33,43.63,15.25,3.93,56.5,30.69,37.9,,{}
Gabriele Giordano,2002102547,23.62,25.48,69.88,71.04,40.03,7.98,70.33,28.06,,{}
Iván Salomón,2002136783,34.04,42.15,48.07,51.03,60.23,61.45,55.53,55.02,,{}
Romain Legendre,2002072876,5.21,92.99,64.16,27.03,68.66,67.63,9.46,18.15,,{}
Alexander Simmelhack,2000169857,6.44,10.81,10.23,10.81,89.45,78.96,8.49,33.14,,{}
Franciscus De Meyer,2002073692,5.21,3.02,3.99,4.31,75.35,90.67,4.05,6.5,,{}
Nemanja Motika,2000062142,35.39,14.22,35.71,85.84,68.66,61.45,74.39,37.9,,{}
Mario Barlocco,2000278405,80.82,36.87,49.81,79.15,25.55,35.14,69.56,71.36,,{}
Enock Agyei,2000044562,2.38,3.02,3.99,1.67,7.92,56.5,1.8,9.46,,{}
Gabriele Paolini,2002126611,62.23,21.3,76.38,66.09,11.52,26,45.17,71.36,,{}
Maico Quiroz,14238167,47.94,48.78,11.52,53.09,11.52,23.29,73.62,55.02,,{}
Roberto Díaz,2002146644,41.63,97.68,37,11.52,75.35,90.67,25.35,46.53,,{}
Narcís Francés,2002163170,35.39,72.14,34.17,90.09,40.03,64.86,45.95,42.41,,{}
Davide Pivetta,2002123863,69.76,77.48,60.68,49.03,14.74,17.5,49.36,46.53,,{}
Juan Carlos Ortega,2002101902,13.96,97.1,83.78,22.97,78.83,4.38,27.99,9.46,,{}
Filippo Arcioni,2002075398,35.39,42.15,61.97,52.38,14.74,7.98,19.43,22.72,,{}
Soulyman Allouch,37079093,35.39,61.33,50.9,58.82,99.29,20.59,24.45,37.9,,{}
Jason McManus,2002072327,27.61,72.14,94.72,68.4,99.94,4.38,56.37,18.15,,{}
Ian Escobar,2000141714,80.82,94.02,65.32,47.43,89.45,96.98,78.83,76.83,wide playmaker,{"wide playmaker":79}
Michael Rou,28122337,2.38,3.02,3.99,1.67,3.93,56.5,1.8,6.5,,{}
Amourricho van Axel Dongen,2000041123,87.77,55.28,85.46,60.23,29.21,28.76,71.24,84.49,wide playmaker,{"wide playmaker":81}
Jacob Gangsted Gartenmann,2002172116,7.4,3.02,3.99,5.98,64.61,98.33,1.8,3.73,,{}
Yanis Issoufou,2000279711,97.55,92.99,98.26,93.95,85.07,67.63,98.58,98.39,winger;wide playmaker,{"winger":96;"wide playmaker":98}
Charles,2002120656,85.46,86.16,99.16,64.86,3.93,1.16,90.67,71.36,wide playmaker,{"wide playmaker":82}
Matthew Williams,2002133283,17.57,12.29,23.1,57.92,60.23,90.67,9.46,1.61,,{}
Ángel Arroyo,2002136515,72.72,61.33,69.88,83.2,21.49,61.45,80.89,74.39,wide playmaker,{"wide playmaker":76}
Juan Carlos Rey,2002074398,13,36.87,95.37,57.34,34.11,14.22,52.19,18.15,,{}
Riccardo Turicchia,43500853,32.82,86.16,56.76,13.9,3.93,2.57,30.69,33.14,,{}
Tiago Andrade,2002123735,49.1,12.29,49.81,73.04,3.93,20.59,36.94,33.14,,{}
Vitinho,2002131838,30.24,7.14,15.38,32.05,21.49,59.14,32.37,22.72,,{}
Emiliano Coria,2000096237,52.96,86.16,78.83,30.69,21.49,23.29,38.42,59.65,,{}
Kelvin Flórez,2000069656,95.24,66.6,82.18,63.84,40.03,49.61,98.78,89.06,wide playmaker,{"wide playmaker":94}
Daniel Pugliese,2000029943,77.09,80.82,98.91,53.09,14.74,35.14,90.99,94.14,wide playmaker,{"wide playmaker":87}
Noah Lemina,2000104882,22.01,48.78,46.72,75.68,11.52,20.59,32.95,28.06,,{}
Facundo Moral,2002146911,12.29,91.38,37,48.33,64.61,77.09,34.11,1.61,,{}
David De la Víbora,67294854,31.53,36.87,42.34,35.14,68.66,6.18,10.62,18.15,,{}
Géry Pauwels,2002133483,7.4,42.15,31.98,6.69,25.55,7.98,7.01,59.65,,{}
Danilo Valentini,2002105243,34.04,86.16,23.1,45.69,21.49,59.14,57.34,33.14,,{}
Facundo Ballester,2000059950,25.03,17.57,71.04,87.26,60.23,17.5,25.35,22.72,,{}
Loïc Colot,2002072785,6.44,89,64.16,39.77,55.15,94.14,8.17,3.73,,{}
Thiago Zamora,2002127739,74.39,89,83.78,95.17,68.66,53.02,92.21,92.47,winger;wide playmaker,{"winger":86;"wide playmaker":86}
Davide Domenici,2002134093,26.38,97.1,52.64,13.9,44.79,26,41.25,28.06,,{}
Duilio Pagliarani,2002074278,38.35,17.57,65.32,40.09,14.74,2.57,34.81,33.14,,{}
Jeppe Corfitzen,2000126871,30.24,66.6,66.47,28.7,8.37,31.66,45.95,64.09,,{}
Fabián Rodrigo,2002136264,57.92,95.24,50.9,26.25,14.74,35.14,67.7,55.02,,{}
Sergio,2002126867,32.82,17.57,40.99,64.86,21.49,20.59,21.24,22.72,,{}
Marco Bruhn,27160155,2.38,3.02,3.99,1.67,40.03,64.86,1.8,13.64,,{}
Christian Rehder,2002072733,5.21,12.29,29.86,9.46,9.46,31.66,7.01,22.72,,{}
Ryan Barry,2002123391,5.86,3.02,3.99,4.05,55.15,1.16,5.73,3.73,,{}
Francesco Cardone,2002102456,64.48,17.57,26.19,65.51,87.58,31.66,30.69,55.02,,{}
João Paulo,2002120677,8.3,3.02,3.99,3.93,17.89,23.29,6.37,3.73,,{}
Enrico Lazzeri,2000069825,18.53,31.27,65.32,42.86,34.11,42.34,22.72,18.15,,{}
Nahuel Cardoso,2002128069,51.48,14.22,3.99,24.84,40.03,98.33,40.41,55.02,,{}
Emil Rohd,2000126880,7.4,61.33,11.52,12.61,17.89,61.45,16.02,46.53,,{}
Román Soto,2002128217,46.59,42.15,48.07,82.11,60.23,56.5,34.81,37.9,,{}
Manolo Serna,2002101603,22.01,99.74,15.38,7.92,40.03,23.29,50.77,22.72,,{}
Higor,2002121136,43.05,72.14,59.91,62.16,49.68,94.47,58.11,50.51,,{}
Martín Zárate,14219610,75.23,72.14,87.77,67.89,34.11,56.5,85.52,89.06,wide playmaker,{"wide playmaker":83}
Rafa Martín,2002074576,6.44,8.43,10.23,39.25,94.53,82.24,9.2,3.73,,{}
Françis Coopman,2000072965,9.97,10.81,13.32,21.24,60.23,77.09,10.62,6.5,,{}
Ryan Van Ransbeeck,2000194713,5.21,25.48,13.32,4.57,14.74,53.02,5.21,37.9,,{}
Gustavo Villarroel,2000148512,57.92,42.15,29.86,30.44,11.52,14.22,85.97,67.95,,{}
Nicolás Feuillassier,2000143473,72.72,21.3,75.1,67.31,72.46,75.16,66.54,79.34,,{}
Cléber,2002121113,32.82,25.48,24.71,58.17,87.58,83.59,21.24,28.06,,{}
Ivo Vieira,2002074528,55.86,31.27,61.07,62.55,75.35,38.55,32.95,33.14,,{}
Quim Junyent,2000297440,19.56,48.78,10.23,21.49,3.93,6.18,26.32,13.64,,{}
Marouane Balouk,18107453,16.67,3.02,3.99,5.53,25.55,71.69,12.03,42.41,,{}
José Ricardo,2002101692,40.09,31.27,15.38,8.62,11.52,14.22,30.69,28.06,,{}
Joaquim Lecocq,2002123388,2.38,3.02,3.99,1.67,17.89,71.69,1.8,1.61,,{}
Jorge De Asis,2000313567,46.59,21.3,76.38,56.82,34.11,64.86,44.14,42.41,,{}
Estanis Poch,2002126044,44.79,61.33,38.93,72.65,34.11,42.34,40.41,18.15,,{}
Miguel Nieto,2002073106,52.96,92.99,59.91,37.39,96.85,69.56,94.34,67.95,,{}
Alessandro,2002132313,55.86,9.65,17.25,42.34,82.24,73.55,44.14,37.9,,{}
Leandro,2002131909,44.79,31.27,34.17,16.47,97.36,99.1,68.15,42.41,,{}
Joaquín Storelli,2002136309,13.96,83.46,15.38,24.39,97.94,77.09,7.79,18.15,,{}
Juan Martín Lo Celso,2000146786,81.72,42.15,51.67,35.84,92.73,83.59,64.41,67.95,,{}
Guillermo Ramírez,2002146650,90.48,61.33,77.28,94.4,68.66,77.09,88.67,98.39,wide playmaker,{"wide playmaker":93}
Filippo Palazzino,2000022363,64.48,12.29,64.16,62.81,49.68,11.52,39.06,37.9,,{}
Amar Svensson,2002142644,63.38,31.27,31.98,46.91,34.11,61.45,42.02,55.02,,{}
Nahuel Ulariaga,14243664,60.49,3.02,3.99,11.52,40.03,53.02,23.55,33.14,,{}
Nicholas Bonfanti,43424680,19.56,14.22,24.71,27.41,97.94,99.29,13.71,22.72,,{}
Alessandro Arioli,43611619,58.94,55.28,58.94,65.25,21.49,28.76,52.19,28.06,,{}
Fabiano,2000219167,38.35,77.48,43.63,42.34,82.24,89.19,54.83,55.02,,{}
Lukas Klitten,27132247,2.38,3.02,3.99,1.67,3.93,9.59,1.8,22.72,,{}
Miguel Ferreyra,2002136310,92.99,42.15,84.36,90.93,17.89,26,73.62,74.39,wide playmaker,{"wide playmaker":80}
Miguel Tenaglia,2000163753,54.89,91.38,99.55,80.82,3.93,38.55,94.59,50.51,,{}
Matías Ramírez,2002074622,27.61,36.87,27.99,61.84,40.03,98.65,34.81,28.06,,{}
Cristian Recalde,2000096935,13.96,89,18.79,33.78,99.61,89.19,41.25,42.41,,{}
Mouad El Hadji,2000307799,2.38,3.02,3.99,1.67,14.74,80.63,1.8,3.73,,{}
Djuric Bacuna,2002127146,52.96,48.78,82.18,51.48,21.49,35.14,72.84,64.09,,{}
Gonzalo Roca,2002127697,34.04,7.14,10.23,59.33,40.03,73.55,30.69,50.51,,{}
Christopher Ziegler,2002099895,78.38,31.27,56.76,65.25,85.07,56.5,59.85,89.06,,{}
Jorge Machín,2002074051,54.89,17.57,76.38,30.05,34.11,7.98,65.83,64.09,,{}
José,2000310923,41.63,31.27,58.94,95.43,40.03,49.61,77.86,42.41,,{}
Luís Henriques,2002073566,11.52,8.43,8.43,8.88,49.68,2.57,10.62,0.39,,{}
Philippe Santiago,2002072480,16.67,91.38,31.98,34.62,40.03,9.59,16.02,6.5,,{}
Daniel Insfrán,2000294350,83.14,95.24,46.72,48.33,25.55,71.69,90.41,87.26,wide playmaker,{"wide playmaker":87}
Sergio Beltrán,2000295458,44.79,61.33,95.17,82.5,60.23,42.34,81.4,50.51,,{}
Carlos Antônio,2002119959,15.32,66.6,21.69,19.11,82.24,94.47,31.85,33.14,,{}
Lars Zischler,2002101087,46.59,21.3,79.86,54.38,9.46,69.56,59.2,59.65,,{}
Silviu Popescu,2002102482,54.89,61.33,81.27,84.17,40.03,56.5,59.2,55.02,,{}
Khalidou Cissé,2002124576,30.24,86.16,49.81,55.98,64.61,31.66,40.41,33.14,,{}
David Sogorb,2002099365,13.96,17.57,27.99,43.24,3.93,7.98,7.53,13.64,,{}
Marco Lodi,2002162531,62.23,14.22,23.1,59.33,72.46,56.5,54.83,28.06,,{}
Paulo Ricardo,2002121812,80.82,55.28,81.27,99.68,11.52,42.34,75.03,71.36,wide playmaker,{"wide playmaker":76}
Lucas Lolli,2002146667,44.79,89,45.37,5.15,3.93,6.18,37.64,13.64,,{}
Àlex Pachón,2002173677,85.46,31.27,91.96,99.29,17.89,14.22,83.59,91.25,wide playmaker,{"wide playmaker":87}
Daniel Mancinelli,2002074074,94.47,72.14,96.46,59.91,21.49,17.5,96.59,76.83,wide playmaker,{"wide playmaker":89}
William Pinho,2002120814,95.88,66.6,99.81,99.42,29.21,69.56,99.81,98.39,wide playmaker,{"wide playmaker":98}
Franco Zapata,2002146931,99.16,61.33,97.17,87.97,49.68,38.55,95.3,94.14,wide playmaker,{"wide playmaker":96}
José Fernández,2002105343,28.83,98.52,20.33,23.87,78.83,26,20.33,22.72,,{}
Ruan Oliveira,19363634,5.21,36.87,3.99,3.6,11.52,49.61,5.47,37.9,,{}
Francisco Gianola,2002136473,60.49,89,89.64,76.13,40.03,69.56,74.39,71.36,,{}
Donato Mazzoli,2002101083,40.09,61.33,38.93,29.15,21.49,78.96,39.06,50.51,,{}
Diego Barbiero,2002127920,75.23,17.57,89.06,57.59,60.23,14.22,56.37,71.36,,{}
Diego Enrique,2002074064,9.14,7.14,53.8,94.85,3.93,1.16,14.03,3.73,,{}
Ezequiel Maza,2002128072,40.09,61.33,20.33,31.66,75.35,53.02,39.64,55.02,,{}
Raúl Páez,2002146641,60.49,86.16,51.67,23.36,3.93,7.98,80.57,64.09,,{}
Henrique,2000272202,58.94,48.78,40.99,69.18,21.49,26,30.69,33.14,,{}
Abdulkadir Kurt,2002144317,2.38,36.87,20.33,20.59,3.93,0.45,6.56,0.71,,{}
Jordan Atangana,2002123713,19.56,3.02,3.99,41.06,49.68,20.59,42.99,22.72,,{}
Steven Pérard,2002123475,12.29,6.5,3.99,35.14,92.73,93.69,32.37,33.14,,{}
Patati,19407328,81.72,89,74.52,71.04,34.11,80.63,72.84,95.69,winger;wide playmaker,{"winger":79;"wide playmaker":83}
Ashley Burt,2002124089,13.96,86.16,15.38,22.46,89.45,71.69,10.23,13.64,,{}
Clement Papin,2002099915,34.04,31.27,17.25,6.11,60.23,11.52,18.73,13.64,,{}
Rogerio dos Santos,2002161076,78.38,7.14,64.16,97.36,82.24,93.69,64.41,84.49,inside,{"inside":88}
Maximiliano Cerutti,2002074340,9.14,94.02,60.68,15.7,3.93,0.06,12.55,0.19,,{}
Sonny Perrey,2000024607,2.38,3.02,3.99,1.67,21.49,86.36,1.8,13.64,,{}
Juniel Martha,2002154562,91.18,42.15,87.45,66.47,3.93,20.59,73.62,94.14,wide playmaker,{"wide playmaker":86}
Guillermo Pisani,2002128505,75.87,7.14,3.99,26,85.07,75.16,82.75,79.34,wide playmaker,{"wide playmaker":79}
Winilson Lopes,2000302501,66.47,21.3,68.92,96.14,60.23,31.66,74.39,59.65,,{}
Yannick Pasveer,2002123938,35.39,83.46,94.98,86.49,85.07,46.2,59.2,59.65,,{}
Nathan Fernandes,2000086446,99.68,80.82,98.46,95.95,94.53,61.45,99.49,97.23,winger;wide playmaker,{"winger":94;"wide playmaker":99}
Pierre,2002162416,68.66,98.2,48.07,47.81,82.24,42.34,77.86,79.34,,{}
Leonel Orellana,2002156413,35.39,91.38,69.88,18.73,3.93,1.16,52.19,37.9,,{}
Wencho Robertha,2002134493,51.48,42.15,49.81,43.56,14.74,49.61,34.81,28.06,,{}
Franco Mariatti,2002146726,22.01,77.48,40.99,52.7,68.66,92.92,49.36,9.46,,{}
Alan Sánchez,2002136212,13,8.43,26.19,27.03,3.93,2.57,16.67,37.9,,{}
Marius Rasch,2002162304,11.52,25.48,38.93,21.81,78.83,38.55,11.71,28.06,,{}
Jelani Trevisan,2000107087,2.38,3.02,3.99,4.7,25.55,95.3,4.05,13.64,,{}
Jorge Montes,2000087588,5.21,25.48,17.25,22.46,3.93,2.57,11.26,0.71,,{}
Juan Loza,2002127367,35.39,99.16,71.04,18.34,29.21,95.69,24,79.34,,{}
Luka Mladenovic,2000244805,2.38,3.02,3.99,1.67,8.37,42.34,1.8,42.41,,{}
Marley Cruz,2000228589,95.88,31.27,88.48,88.67,72.46,23.29,94.14,84.49,wide playmaker,{"wide playmaker":92}
Nico Laney,2002144118,2.38,3.02,3.99,1.67,3.93,67.63,1.8,22.72,,{}
Kwame Mensah,2002153719,16.67,31.27,61.97,69.76,55.15,38.55,22.72,18.15,,{}
Cristian Grande,2002146663,30.24,72.14,93.31,60.88,49.68,26,61.9,59.65,,{}
José Antonio Moyano,2002145663,2.38,3.02,3.99,5.86,78.83,2.57,1.8,0.06,,{}
Ademar Quintanilha,2002161321,63.38,66.6,68.92,64.48,25.55,42.34,67.7,81.72,,{}
Mohammad Ahmadi,2002135443,71.04,48.78,64.16,69.18,89.45,17.5,42.99,64.09,,{}
Ángel Rendo,2002174570,34.04,3.02,3.99,21.94,96.07,46.2,30.69,28.06,,{}
Chico Mouralinho,2000113574,13.96,25.48,75.1,93.69,3.93,9.59,29.47,22.72,,{}
Sander Evjen-Brostrøm,2000185008,40.09,89,26.19,6.89,3.93,23.29,6.56,55.02,,{}
Daniel Dionisi,2000088151,32.82,31.27,43.63,61.33,3.93,2.57,34.81,13.64,,{}
Lucas Loureiro,2002170963,68.66,99.42,35.71,11.78,49.68,73.55,89,71.36,,{}
Tiago Floro,2002154667,16.67,89,45.37,6.24,3.93,1.16,32.95,6.5,,{}
Bukayo Saka,28122642,88.3,54.55,69.88,66.12,75.27,61.58,82.12,86.91,wide playmaker,{"wide playmaker":86}
Vinícius Júnior,19302146,96.18,87.33,97.27,97.03,95.33,64.55,97.03,92.3,winger;wide playmaker,{"winger":94;"wide playmaker":95}
Jamal Musiala,28124579,97.7,93.39,82.61,86.42,75.27,61.58,96.42,89.82,winger;wide playmaker,{"winger":90;"wide playmaker":95}
Kylian Mbappé,85139014,98.48,87.33,89.88,85.94,89.03,79.76,96.18,99.27,winger;inside;wide playmaker,{"winger":90;"inside":88;"wide playmaker":98}
Pedri,67293495,90.48,78.67,51.52,48.36,31.76,57.45,90.48,86.91,wide playmaker,{"wide playmaker":89}
Assan Ouédraogo,2000188173,84.42,96.36,52.67,57.33,64.97,92.42,82.73,71.21,wide playmaker,{"wide playmaker":79}
